,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Talotekniikka Huttunen Oy,09.03.2015,
1,Y-tunnus,2679768-7,,
2,Kotipaikka,Lapinjärvi,05.03.2018,
3,Yritysmuoto,Osakeyhtiö,09.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.03.2015,,
6,Viimeisin rekisteröintiajankohta,29.11.2022,29.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.03.2015,,
8,Yrityksen tila,Rekisterissä,09.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.06.2020,
11,Yhteystiedot,,16.10.2017,
12,Postiosoite,Lähdekallionpolku 1  07800  Lapinjärvi  Suomi,,
