,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Marang Oy,04.05.2015,
1,Y-tunnus,2686971-6,,
2,Kotipaikka,Loimaa,04.05.2015,
3,Yritysmuoto,Osakeyhtiö,04.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.05.2015,,
6,Viimeisin rekisteröintiajankohta,07.07.2022,07.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.05.2015,,
8,Yrityksen tila,Rekisterissä,04.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,15.04.2016,
12,Postiosoite,Turuntie 68  32200  Loimaa  Suomi,,
13,Puhelin,0407154677,,
14,Sähköposti,toimisto(a)marang.fi,,
15,Www,http://www.marang.fi,,
