,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,BKK Betonilattiat Kari Koskinen Oy,28.10.2015,
1,Y-tunnus,2711445-4,,
2,Kotipaikka,Seinäjoki,05.10.2015,
3,Yritysmuoto,Osakeyhtiö,05.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.10.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.10.2015,,
8,Yrityksen tila,Rekisterissä,05.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.09.2019,
11,Yhteystiedot,,26.09.2019,
12,Postiosoite,Aadolfinkatu 9  60200  Seinäjoki  Suomi,,
13,Käyntiosoite,Aadolfinkatu 9  60200  Seinäjoki  Suomi,,
