,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuukaste Oy,17.08.2015,
1,Y-tunnus,2704179-3,,
2,Kotipaikka,Espoo,17.08.2015,
3,Yritysmuoto,Osakeyhtiö,17.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.08.2015,,
6,Viimeisin rekisteröintiajankohta,02.02.2023,02.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.08.2015,,
8,Yrityksen tila,Rekisterissä,17.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.02.2020,
11,Yhteystiedot,,09.08.2019,
12,Postiosoite,PL 9  02601  Espoo  Suomi,,
13,Www,http://www.kuukaste.fi,,
