,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Koneharjun Kangas,03.02.2016,
1,Y-tunnus,2725155-5,,
2,Kotipaikka,Lahti,03.02.2016,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
8,Yrityksen tila,Rekisterissä,30.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.04.2018,
12,Postiosoite,c/o Ilmarinen  Porkkalankatu 1  00018  Ilmarinen  Suomi,,
13,Käyntiosoite,c/o Ilmarinen  Porkkalankatu 1  00180  Helsinki  Suomi,,
14,Puhelin,01028411,,
