,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Royal Properties Oy,04.08.2015,
1,Y-tunnus,2701181-8,,
2,Kotipaikka,Pietarsaari,04.08.2015,
3,Yritysmuoto,Osakeyhtiö,04.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.08.2015,,
6,Viimeisin rekisteröintiajankohta,23.02.2023,23.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.08.2015,,
8,Yrityksen tila,Rekisterissä,04.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2022,
11,Yhteystiedot,,15.03.2022,
12,Postiosoite,Lönnrotinkatu 13  00120  Helsinki  Suomi,,
13,Käyntiosoite,Lönnrotinkatu 13  00120  Helsinki  Suomi,,
