,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ecosir Group Oy,06.07.2015,
1,Y-tunnus,2683281-7,,
2,Kotipaikka,Espoo,06.07.2015,
3,Yritysmuoto,Osakeyhtiö,15.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.04.2015,,
6,Viimeisin rekisteröintiajankohta,02.11.2022,02.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.04.2015,,
8,Yrityksen tila,Rekisterissä,15.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.08.2021,
11,Yhteystiedot,,29.06.2015,
12,Postiosoite,Kehräsaari B  33200  Tampere  Suomi,,
13,Käyntiosoite,Ruukinmestarintie 12  02330  Espoo  Suomi,,
14,Puhelin,0207 290 300,,
15,Faksi,0207 209 301,,
16,Sähköposti,info(a)ecosir.com,,
17,Www,http://www.ecosir.com,,
