,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,P&P Kattohuolto Oy,09.11.2015,
1,Y-tunnus,2722047-6,,
2,Kotipaikka,Kuopio,09.11.2015,
3,Yritysmuoto,Osakeyhtiö,09.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.11.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2023,26.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.11.2015,,
8,Yrityksen tila,Rekisterissä,09.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.02.2021,
11,Yhteystiedot,,02.04.2018,
12,Postiosoite,c/o P&P Kattohuolto Oy  Puijonkatu 3 A 14  70100  Kuopio  Suomi,,
13,Käyntiosoite,c/o P&P Kattohuolto Oy  Puijonkatu 3 A 14  70100  Kuopio  Suomi,,
14,Sähköposti,info(a)pp-kattohuolto.fi,,
15,Www,http://www.pp-kattohuolto.fi,,
