,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sniffie Software Oy,08.09.2015,
1,Y-tunnus,2709148-3,,
2,Kotipaikka,Helsinki,08.09.2015,
3,Yritysmuoto,Osakeyhtiö,08.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.09.2015,,
6,Viimeisin rekisteröintiajankohta,24.01.2023,24.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.09.2015,,
8,Yrityksen tila,Rekisterissä,08.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.04.2020,
11,Yhteystiedot,,07.02.2023,
12,Postiosoite,Valimotie 17-19  00380  Helsinki  Suomi,,
13,Käyntiosoite,Valimotie 17-19  00380  Helsinki  Suomi,,
