,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RT-Konevuokraus Oy,31.07.2015,
1,Y-tunnus,2682627-3,,
2,Kotipaikka,Helsinki,31.07.2015,
3,Yritysmuoto,Osakeyhtiö,31.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.07.2015,,
6,Viimeisin rekisteröintiajankohta,19.07.2022,19.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.07.2015,,
8,Yrityksen tila,Rekisterissä,31.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,26.07.2016,
12,Postiosoite,Isonpellontie 5  00720  Helsinki  Suomi,,
13,Käyntiosoite,Isonpellontie 5  00720  Helsinki  Suomi,,
14,Puhelin,"0400441174, 0400441174",,
15,Sähköposti,karri.ylonen(a)rt-konevuokraus.fi,,
16,Www,http://www.rt-konevuokraus.fi,,
