,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Creago Oy,29.04.2015,
1,Y-tunnus,2686973-2,,
2,Kotipaikka,Helsinki,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Viimeisin rekisteröintiajankohta,06.01.2023,06.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
8,Yrityksen tila,Rekisterissä,29.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.06.2020,
11,Yhteystiedot,,30.09.2019,
12,Postiosoite,Arielinkatu 16 B  00540  Helsinki  Suomi,,
13,Käyntiosoite,Parrulaituri 6  00540  Helsinki  Suomi,,
14,Puhelin,+358505758071,,
15,Sähköposti,info(a)creago.fi,,
