,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hevoset Lindblad Oy,20.04.2015,
1,Y-tunnus,2685714-1,,
2,Kotipaikka,Lappeenranta,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,30.08.2022,30.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.07.2020,
11,Yhteystiedot,,10.04.2015,
12,Postiosoite,Laihalantie 386  54250  Rapattila  Suomi,,
