,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Grundium Oy,14.10.2015,
1,Y-tunnus,2716521-9,,
2,Kotipaikka,Tampere,14.10.2015,
3,Yritysmuoto,Osakeyhtiö,14.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.10.2015,,
6,Viimeisin rekisteröintiajankohta,01.07.2022,01.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.10.2015,,
8,Yrityksen tila,Rekisterissä,14.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.06.2022,
11,Yhteystiedot,,05.01.2023,
12,Postiosoite,Saavutustenkatu 3  33720  Tampere  Suomi,,
13,Käyntiosoite,Saavutustenkatu 3  33720  Tampere  Suomi,,
14,Www,http://www.grundium.com,,
