,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,M-Space Nordic Oy,12.10.2018,
1,Y-tunnus,2667661-5,,
2,Kotipaikka,Kaarina,12.10.2018,
3,Yritysmuoto,Osakeyhtiö,11.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.06.2015,,
6,Viimeisin rekisteröintiajankohta,12.06.2021,12.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,11.06.2015,,
8,Yrityksen tila,Rekisterissä,11.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.04.2020,
11,Yhteystiedot,,24.09.2018,
12,Postiosoite,Puostantie 13  21500  Piikkiö  Suomi,,
13,Käyntiosoite,Puostantie 13  21500  Piikkiö  Suomi,,
14,Puhelin,"0400822644, 0400822644",,
15,Sähköposti,marko.heinonen(a)m-space.fi,,
16,Www,http://www.m-space.fi,,
