,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Valajärvi Kiinteistöt Oy,01.12.2020,
1,Y-tunnus,2664034-8,,
2,Kotipaikka,Helsinki,21.01.2015,
3,Yritysmuoto,Osakeyhtiö,21.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2015,,
6,Viimeisin rekisteröintiajankohta,07.03.2023,07.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2015,,
8,Yrityksen tila,Rekisterissä,21.01.2015,
9,Yrityksen tilanne,Konkurssissa,07.03.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,02.04.2022,
12,Yhteystiedot,,07.07.2022,
13,Postiosoite,c/o METTON Group Oy  Vihdintie 2 lh. 2  00350  Helsinki  Suomi,,
14,Käyntiosoite,c/o METTON Group Oy  Vihdintie 2 lh. 2  00350  Helsinki  Suomi,,
15,Puhelin,0408382648,,
16,Sähköposti,vili.valajarvi(a)valajarvi.co,,
17,Www,http://www.valajarvi.co,,
