,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Gohar Oy,16.06.2017,
1,Y-tunnus,2738435-8,,
2,Kotipaikka,Helsinki,10.05.2016,
3,Yritysmuoto,Osakeyhtiö,10.05.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.05.2016,,
6,Viimeisin rekisteröintiajankohta,13.05.2023,13.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,10.05.2016,,
8,Yrityksen tila,Rekisterissä,10.05.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.01.2023,
11,Yhteystiedot,,12.01.2017,
12,Postiosoite,PL 28  02611  Espoo  Suomi,,
13,Sähköposti,info(a)gohar.fi,,
14,Www,http://www.gohar.fi,,
