,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MJH-Group Oy,13.04.2015,
1,Y-tunnus,2682815-6,,
2,Kotipaikka,Kurikka,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Viimeisin rekisteröintiajankohta,09.09.2022,09.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
8,Yrityksen tila,Rekisterissä,13.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,24.09.2018,
12,Postiosoite,Luhtatie 4 A 3  66300  Jurva  Suomi,,
13,Käyntiosoite,Viitaharjuntie 4  66300  Jurva  Suomi,,
14,Puhelin,0400162165,,
