,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NMT Baltic Oy,14.09.2015,
1,Y-tunnus,2703465-7,,
2,Kotipaikka,Espoo,14.09.2015,
3,Yritysmuoto,Osakeyhtiö,14.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.09.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2023,23.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.09.2015,,
8,Yrityksen tila,Rekisterissä,14.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.03.2023,
11,Yhteystiedot,,30.01.2023,
12,Postiosoite,Itälahdenkatu 15-17  00210  Helsinki  Suomi,,
13,Käyntiosoite,Itälahdenkatu 15-17  00210  Helsinki  Suomi,,
14,Puhelin,0401879142,,
15,Sähköposti,martin.malmi(a)nmtshipping.com,,
16,Www,http://www.nmtshipping.com,,
