,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,DigiExpertti Oy,16.07.2015,
1,Y-tunnus,2700839-5,,
2,Kotipaikka,Raisio,16.07.2015,
3,Yritysmuoto,Osakeyhtiö,16.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.07.2015,,
6,Viimeisin rekisteröintiajankohta,28.10.2021,28.10.2021,
7,Yrityksen tiedot järjestelmässä alkaen,16.07.2015,,
8,Yrityksen tila,Rekisterissä,16.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.07.2015,
12,Postiosoite,Pernontie 9  21260  Raisio  Suomi,,
13,Www,http://www.digiexpertti.fi,,
