,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MIMIN KIERRÄTYSAITTA OY,07.12.2015,
1,Y-tunnus,2728582-7,,
2,Kotipaikka,Rauma,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2023,04.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
8,Yrityksen tila,Rekisterissä,07.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,17.07.2018,
12,Postiosoite,Aittakarinkatu 12  26100  Rauma  Suomi,,
13,Käyntiosoite,Aittakarinkatu 12  26100  Rauma  Suomi,,
14,Puhelin,044-9706969,,
15,Sähköposti,miminkierratysaitta(a)gmail.com,,
