,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kumpulan Sähkö oy,04.01.2016,
1,Y-tunnus,2732501-6,,
2,Kotipaikka,Helsinki,04.01.2016,
3,Yritysmuoto,Osakeyhtiö,04.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.01.2016,,
6,Viimeisin rekisteröintiajankohta,28.03.2023,28.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.01.2016,,
8,Yrityksen tila,Rekisterissä,04.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.07.2022,
11,Yhteystiedot,,05.02.2019,
12,Postiosoite,Niittyläntie 1  00620  Helsinki  Suomi,,
13,Puhelin,"044 727 3020, 044 727 3021",,
14,Sähköposti,info(a)kumpulansahko.fi,,
15,Www,http://www.kumpulansahko.fi,,
