,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LVI-Työt Kunnari Oy,05.05.2015,
1,Y-tunnus,2686780-9,,
2,Kotipaikka,Rovaniemi,05.05.2015,
3,Yritysmuoto,Osakeyhtiö,05.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.05.2015,,
6,Viimeisin rekisteröintiajankohta,05.03.2023,05.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.05.2015,,
8,Yrityksen tila,Rekisterissä,05.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.06.2022,
11,Yhteystiedot,,27.01.2020,
12,Postiosoite,Uppopuuntie 7  96190  Rovaniemi  Suomi,,
13,Käyntiosoite,Sipolantie 3  96100  Rovaniemi  Suomi,,
14,Puhelin,+358 40 732 3360,,
15,Sähköposti,info(a)lvityotkunnari.fi,,
