,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kinnulan Voima Oy,04.03.2015,
1,Y-tunnus,2677406-3,,
2,Kotipaikka,Kinnula,04.03.2015,
3,Yritysmuoto,Osakeyhtiö,04.03.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,04.03.2015,,
6,Viimeisin rekisteröintiajankohta,23.08.2022,23.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.03.2015,,
8,Yrityksen tila,Rekisterissä,04.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.09.2021,
11,Yhteystiedot,,19.01.2023,
12,Postiosoite,c/o OX2  Kansakoulukuja 1  00100  Helsinki  Suomi,,
13,Käyntiosoite,Kansakoulukuja 1  00100  Helsinki  Suomi,,
