,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistönvälitys Heikkinen Oy,07.09.2015,
1,Y-tunnus,2706251-9,,
2,Kotipaikka,Iisalmi,07.09.2015,
3,Yritysmuoto,Osakeyhtiö,07.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.09.2015,,
6,Viimeisin rekisteröintiajankohta,15.06.2022,15.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.09.2015,,
8,Yrityksen tila,Rekisterissä,07.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.06.2022,
11,Yhteystiedot,,23.11.2016,
12,Postiosoite,Louhenkatu 7  74100  Iisalmi  Suomi,,
13,Käyntiosoite,Louhenkatu 7  74100  Iisalmi  Suomi,,
14,Puhelin,"017814188, 044-7792779",,
15,Sähköposti,pekka.heikkinen(a)aninkainen.fi,,
