,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,DM Digi Media Group Oy,18.12.2015,
1,Y-tunnus,2729150-6,,
2,Kotipaikka,Pirkkala,19.09.2022,
3,Yritysmuoto,Osakeyhtiö,18.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.12.2022,09.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.12.2015,,
8,Yrityksen tila,Rekisterissä,18.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.01.2020,
11,Yhteystiedot,,25.01.2022,
12,Postiosoite,c/o Crazy Town Tampere  Rautatienkatu 21 B  33100  Tampere  Suomi,,
13,Käyntiosoite,c/o dm digi media group oy  kanamäki 5  33960  Pirkkala  Suomi,,
14,Puhelin,0451127204,,
15,Sähköposti,dmg(a)digimediagroup.fi,,
16,Www,http://www.digimediagroup.fi,,
