,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Finnaru Oy,11.09.2015,
1,Y-tunnus,2706046-8,,
2,Kotipaikka,Espoo,11.09.2015,
3,Yritysmuoto,Osakeyhtiö,11.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.09.2015,,
6,Viimeisin rekisteröintiajankohta,09.02.2023,09.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.09.2015,,
8,Yrityksen tila,Rekisterissä,11.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,15.01.2016,
12,Postiosoite,Westendintie 1  02160  Espoo  Suomi,,
13,Käyntiosoite,Westendintie 1  02160  Espoo  Suomi,,
14,Puhelin,+358 44 502 0024,,
15,Sähköposti,sales(a)finnaru.com,,
16,Www,http://www.finnaru.com,,
