,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Pintabetoni Oy,22.10.2015,
1,Y-tunnus,2718363-6,,
2,Kotipaikka,Kuopio,22.10.2015,
3,Yritysmuoto,Osakeyhtiö,22.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.10.2015,,
6,Viimeisin rekisteröintiajankohta,06.09.2022,06.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.10.2015,,
8,Yrityksen tila,Rekisterissä,22.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,30.09.2022,
12,Postiosoite,Ratakatu 7  06100  Porvoo  Suomi,,
13,Käyntiosoite,Ratakatu 7  06100  Porvoo  Suomi,,
