,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PML Yhtiöt,03.09.2015,
1,Y-tunnus,2707891-6,,
2,Kotipaikka,Nokia,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2022,06.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
8,Yrityksen tila,Rekisterissä,03.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.08.2019,
11,Yhteystiedot,,30.11.2020,
12,Postiosoite,Hallitie 11 O  37140  Nokia  Suomi,,
13,Käyntiosoite,Hallitie 11 O  37140  Nokia  Suomi,,
14,Puhelin,0103203500,,
15,Sähköposti,mikko.leppanen(a)pirkanmaalampo.fi,,
16,Www,http://www.pirkanmaalampo.fi,,
