,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,GS Restaurants Oy,21.12.2018,
1,Y-tunnus,2686751-8,,
2,Kotipaikka,Helsinki,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,05.11.2020,05.11.2020,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksen tilanne,Konkurssissa,05.11.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
12,Yhteystiedot,,02.07.2020,
13,Postiosoite,c/o Sarpaniemi  Albertinkatu 27a A 22  00180  Helsinki  Suomi,,
